line,label,,
"with a prayer to Zeus some new fighting power had filled his dark heart and he quickly called his trusted friend Alcirnedon: ""Alcimedon, keep those horses dose beside me.",1,,
"Inside the walls, my boy!",1,,
HOMER:,0,,
into the twentieth century.,1,,
"As fresh as I was that time I first set out from HeIJas where the women are a wonder, fleeing a blood feud with my father, Amyntor, Ormenus' son.",1,,
He called out to his smaller.,1,,
430,0,,
THE ILIAD,0,,
But no comfort could reach the fighter's heart till he went striding into the jaws of bloody war.,1,,
"ALCIMUS (aJ'-s;-mus): alternative name for Alcimedon, 19.464.",0,,
brother of Polvidus.,0,,
"No hope of holding their ground outside their own city walls, despite superior numbers.",1,,
Hector.,1,,
"book was bib/ion-our ""Bible"").",1,,
"since here I sit in Troy, far from my fatherland,",1,,
"And he, he will launch his comrade Patroclus into action and glorious Hector will cut him down with a spear in front of Troy, once Patroclus has slaughtered whole battalions of strong young fighting men and among them all, my shining son Sarpedon.",1,,
"What if I did protest, forbid you to raze their walls?",1,,
"THEBABUS (thee·bet'·us): father of the Trojan Eniopeus, 8.138.",0,,
640,0,,
690,0,,
200,0,,
350,0,,
"of festivals, the sorrow of public bereavement, the keen excitement of",1,,
"But if you hold back from the bloody foray here or turn some other soldier back from battle, winning him over-you with your soft appeals- at one quick stroke my spear will beat you down, you'll breathe your last!"" Shouting he led the charge and his armies swarmed behind with blood-chilling cries.",1,,
fresh criterion emerged for gauging the antiquity of different sections of,1,,
"But Odysseus stepped in quickly, faced him down with a dark glance and threats to break his nerve: ""What a flood of abuse.",1,,
1.308.,0,,
But a god still holds his hands above me.,1,,
"LYCASTUS (/i-kos'·lus): city in Crete, 2.742.",0,,
"TRECHUS (tree'·kus): Achaean ally from Aetolia, killed by Hector.",0,,
For not even I will voyage home again.,1,,
"you know, can always change ...",1,,
BATTLING FOR THE SHIPS,0,,
"But it brought no joy to the heart of Agamemnon,",1,,
"They do not change, do not learn.",1,,
215,0,,
"Sprinting a long way back, downfield and fast, Hector rejoined his men and sinking down onto one knee, propped himself with a strong hand planted against the eanh- and the world went black as night across his eyes.",1,,
560,0,,
to give a point in speech or action sharper,1,,
"appears than the wives and daughters of the Trojans come running, to",1,,
cremation and inhumation are practiced side by side.,1,,
"Stepping back from the pyre he cut the red-gold lock he'd let grow long as a gift to the river god Spercheus- scanning the wine-dark sea he prayed in anguish, ""Spercheusl All in vain my father Peleus vowed to you that there, once I had journeyed home to my own dear fatherland, I'd cut this lock for you and offer splendid victims, dedicate fifty young ungelded rams to your springs, there at the spot where your grove and smoking altar stand!",1,,
(),1,,
Down the immortals launched to the field of action- their warring spirits split the gods two ways.,1,,
a staff wreathed with ivy and topped by a pine cone.,1,,
from the grim work of war and the horror of Achilles' degradation of,1,,
"EUBOEA (yoo-bee'-a): large island lying off the coast of eastern Greece, 2.625.",0,,
"They have pitched camp right at our ships and rampart, those brazen Trojans, they and their far-famed allies, thousands of fires blaze throughout their armies ...",1,,
"And you, Achilles, never hope to fight it out",1,,
eldest daughter of Zeus.,1,,
"his own work on Books 5 through 8, J.",1,,
TRANSLATOR'S PREFACE,0,,
So I take my plunder-spears.,1,,
HOMER- (471- 504/ [he old king went straight up to the lodge where Achilles dear to Zeus would always sit.,1,,
"SCARPHE tskar'-feev: city in Locris, 2.622.",0,,
Too fast for them.,1,,
"commander of the Seven against Thebes, 4.439.",0,,
AND,1,,
154,0,,
462,0,,
"There on the ground it lay-he rushed to join it, pitching over the dead man's body face-to-face, a world away from Larissa's dark rich soil ...",1,,
shaggy Centaurs.,1,,
on the inside surface.,1,,
"But raging in tears for Asius came Deiphobus charging against Idomeneus, heaving a flashing spear- but Idomeneus saw it coming, dodged the bronze point by crouching under his buckler's full round cover.",1,,
"Here are twelve brave sons of the proud Trojans- all, the fire that feeds on you devours them all but not Hector the royal son of Priam, Hector I will never give to the hungry flames- wild dogs will bolt his flesh!"" So he threatened but the dogs were not about to feed on Hector.",1,,
369,0,,
the Selleis banks where his host the lord Euphetes gave him that sturdy bronze to wear in battle.,1,,
790,0,,
250,0,,
"That's where the captains must be mapping tactics now, whether they'll break and run or stand and fight."" How he bragged and Hector, grasping his scepter, swore a binding oath: ""Now Zeus my witness, thundering lord of Hera-no other Trojan fighter will ride behind that team, none but you, I swear- they will be your glory all your life to come!"" So Hector vowed-with an oath he swore in vain but it spurred the man to action.",1,,
"com- mander of the contingent from Salamis, 2.482.",0,,
384,0,,
It's skill.,1,,
Don't you see?,1,,
"gluttons for battle, flanking Teucer fresh from his shelter, side-by-side.",1,,
Homer may have invented them for the occasion.,1,,
But a man's life breath cannot come back again-,1,,
THE ILIAD,0,,
..,0,,
"bed with Paris, as in the strange scene where Aphrodite, in the shape",1,,
"Noble Nestor was first, Achaea's watch and ward, pleading, begging each man for his parents' sake.",1,,
"Pope, whose translation of the Iliadis the finest",1,,
ENIOPEUS iee-ni-op'<yoosi: Trojan.,0,,
And shattered with anger.,1,,
But Achilles' reply is brusque and uncompromising.,1,,
"He hands the glory to Hector, today at least- tomorrow it's ours, if he wants to give us glory.",1,,
"most part inventory lists: quantities of olives, spices, wheat.",1,,
"Shaking a spear Polydamas moved in fast to the rescue, Panthous' son lancing the right shoulder of Prothoenor, Arielycus' son, and the heavy shaft impaled his upper ann- 5)0 he pitched in the dust, clawing the earth with both hands and Polydamas shouted over him, wild with glory now: ""Here is another spear that leaps from my strong arm, from Panthous' brave son, and hits its mark, by godl It's found its home in an Argive's waiting flesh- a crutch in his grip, I'd say, as he trudges down now to the House of Death!"" The Argives rose in horror to hear that boast, veteran Ajax most of all.",1,,
"forebear of the kings of Troy, 20.255.",0,,
"mother of the Trojans Polydorus (1) and Lycaon (2) by Priam, 21.97.",0,,
336,0,,
"But the other grazed Achilles' strong right ann and dark blood gushed as the spear shot past his back, stabbing the earth hard, still lusting to sink in flesh ...",1,,
"Always dear to your heart,",1,,
"a ragtag crew of cowards, instead of ruling us.",1,,
Not a word to Achilles.,1,,
"Archery next- and again Achilles set out iron, dark gray trophies, ten double-headed axes, ten with single heads.",1,,
PRONOUNCING GLOSSARY,0,,
"eat him rawl That would avenge what he has done to Hector- no coward the man Achilles killed-my son stood and fought for the men of Troy and their deep-breasted wives with never a thought of flight or run for cover!"" But the old and noble Priam answered firmly, ""I will go.",1,,
And back he shrank to his cohorts.,1,,
Thersites!,1,,
13.477.,0,,
HELEN REVIEWS THE CHAMPIONS,0,,
.,1,,
THE SHIELD OF ACHILLES,0,,
"And now- one warrior harnessed burnished armor on his back, magnificent Paris, fair-hatred Helen's consort.",1,,
That seems best to me.,1,,
"ally, however, important human decisions involve the participation of",1,,
and the hideous suffering of the victim are evenly balanced.,1,,
"So the bronze flared on his chest as on he raced- and the old man moaned, flinging both hands high, beating his head and groaning deep he called, begging his dear son who stood before the gates, unshakable, furious to fight Achilles to the death.",1,,
Have you no fear of the Argives breathing hate and fury?,1,,
"PYLENE (pi-lee'-nee): city in Aetolia, 2.733.",0,,
"ence to Homer, ""that Desolate Europe with W':1rs!"" The violence of the Il-",1,,
"No more trading your stinging insults now, Ajax, Idomeneus!",1,,
"existed only in performance, how could he c~ate a poem of such length?",1,,
"worn to the bonewith weeping,",1,,
638,0,,
It is Phoenix.,1,,
"So certain, are you, the sons of Achaea are cowards.",1,,
I will tell it all.,1,,
555,0,,
"Shall I pluck him up, now, while he's still alive and set him down in the rich green land of Lycia, far from the war at TlOY and all its tears?",1,,
Our men fight with him.,1,,
"See note ad loc, NIREUS (neye'-ryoos):Achaean, son of Charopus and Aglaea.",0,,
at long last.,1,,
O-~=~-=~-,0,,
18.568.,0,,
"Yet the spirit inside him never shrinks from claiming to be my equal, never, though other gods will cringe from me in terror:' And Iris riding the wind obeyed his orders, swooping down from Ida's peaks to sacred Troy.",1,,
now.,1,,
"Even the basic concept of economy, the strict limitation of the epithets",1,,
"What?-is this the man who mustered the oarsmen once, who braved the seas in his racing deep-sea ships, trafficked with outlanders.",1,,
"where once the great artificial harbors, the Mulberries.",1,,
510,0,,
realize that Hector's defeat and death are inevitable.,1,,
"The epic muse, however, is not the muse of history; her vision of",1,,
You really want to raid some enemy units?,1,,
"if possible,",1,,
THE EMBASSY TO ACHILLES,0,,
certain answer) is backward-from the text of this book.,1,,
"Diomedes killed the man and his aide-in-arms at once, Axylus and Calesius who always drove his team- both at a stroke he drove beneath the earth.",1,,
.,1,,
"But as for stealing courageous Hector's body, [/ we must abandon the idea-not a chance in the world behind Achilles' back.",1,,
280,0,,
dragged the Trojan out as an angler perched,1,,
130,0,,
180,0,,
She swore as he urged and sounded out the names,1,,
"And the men like gangs of reapers slashing down the reaping-rows and coming closer, closer across the field of a warlord rich in wheat or barley- .",1,,
"And we stood by,' amazed that such a marvel came to light.",1,,
questioning or self-criticism.,1,,
"DAMASUS (da'-ma-sus): Trojan killed by Polypoetes, 12.211.",0,,
{I3-44/,1,,
"snapping quick at his heels, hindquarters and flanks but still on alert for him to wheel and fight-so Hector harried the long-haired Argives, killing the last stragglers.",1,,
BOOK 18:,0,,
"Priam's people could hardly hold the old man back, frantic, mad to go rushing out the Dardan Gates.",1,,
